room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price,,,
Private room,1,1,strict,1,t,96,1,1,4.077537444,,,
Entire home/apt,6,1,strict,1,t,95,2,3,4.859812404,,,
Entire home/apt,3,1.5,strict,1,f,98,1,1,4.605170186,,,
Entire home/apt,2,1,strict,1,t,92,0,1,5.298317367,,,
Entire home/apt,4,1,flexible,0,t,100,1,1,4.553876892,,,
Entire home/apt,3,1,moderate,1,t,95,1,1,4.976733742,,,
Entire home/apt,2,1,strict,1,f,87,0,1,4.248495242,,,
Entire home/apt,16,2.5,strict,1,f,98,3,8,5.010635294,,,
Entire home/apt,3,1,moderate,1,t,93,1,1,5.129898715,,,
Entire home/apt,4,1,strict,1,t,80,1,2,4.48863637,,,
Private room,2,1,strict,0,f,96,1,1,4.077537444,,,
Entire home/apt,8,1,moderate,1,t,98,3,4,5.192956851,,,
Entire home/apt,5,2.5,flexible,1,t,96,2,2,7.169350017,,,
Entire home/apt,2,1,moderate,1,f,99,1,1,5.703782475,,,
Entire home/apt,3,1,strict,0,f,100,1,2,4.564348191,,,
Entire home/apt,4,1,strict,1,f,93,1,2,5.164785974,,,
Private room,2,1,strict,1,f,92,1,2,5.081404365,,,
Private room,2,1,strict,1,t,95,1,1,5.105945474,,,
Private room,2,0.5,flexible,0,t,97,1,1,3.33220451,,,
Entire home/apt,2,1,moderate,0,f,90,1,1,4.369447852,,,
Entire home/apt,5,2,flexible,1,t,84,2,3,5.164785974,,,
Entire home/apt,8,1,strict,1,f,95,2,3,4.744932128,,,
Entire home/apt,5,2,strict,1,f,83,2,2,5.298317367,,,
Entire home/apt,7,3,strict,1,f,100,3,2,5.991464547,,,
Entire home/apt,7,1,flexible,1,f,89,3,4,4.605170186,,,
Private room,2,2,flexible,1,f,84,1,1,3.850147602,,,
Entire home/apt,6,3,moderate,1,f,99,3,3,5.855071922,,,
Entire home/apt,4,1,moderate,1,t,100,1,2,4.770684624,,,
Entire home/apt,3,1,flexible,1,t,80,1,3,4.86753445,,,
Entire home/apt,4,1,moderate,1,f,97,1,2,4.934473933,,,
Private room,2,1,strict,1,t,90,1,1,4.234106505,,,
Entire home/apt,2,1,flexible,1,f,94,0,1,4.442651256,,,
Entire home/apt,2,1,strict,1,t,99,1,2,4.905274778,,,
Entire home/apt,6,2.5,strict,1,f,96,3,4,5.991464547,,,
Private room,3,1.5,moderate,1,f,96,1,2,4.17438727,,,
Private room,2,1,flexible,0,f,100,2,1,3.80666249,,,
Entire home/apt,6,1,strict,0,f,90,3,2,5.521460918,,,
Entire home/apt,8,1,strict,1,t,92,2,6,5.416100402,,,
Entire home/apt,12,3,strict,0,f,96,4,6,6.309918278,,,
Private room,1,1,flexible,1,f,100,1,1,4.700480366,,,
Entire home/apt,8,1,strict,0,f,96,3,3,5.393627546,,,
Entire home/apt,4,1,moderate,1,f,97,1,1,4.804021045,,,
Entire home/apt,2,1,moderate,1,f,81,1,1,4.744932128,,,
Entire home/apt,5,1,moderate,1,f,87,2,3,5.713732806,,,
Private room,1,1,strict,0,t,97,1,1,4.49980967,,,
Entire home/apt,4,1,moderate,1,f,98,1,2,4.219507705,,,
Entire home/apt,6,3.5,strict,1,f,96,3,4,6.997595983,,,
Entire home/apt,3,1,strict,1,t,96,0,1,5.293304825,,,
Private room,2,1,flexible,1,f,96,1,1,4.934473933,,,
Entire home/apt,4,1.5,strict,1,f,94,1,2,5.438079309,,,
Private room,2,2,flexible,1,f,96,1,1,4.905274778,,,
Entire home/apt,6,2,moderate,1,t,98,2,4,5.010635294,,,
Entire home/apt,4,1,moderate,1,f,95,1,2,4.532599493,,,
Private room,2,1,moderate,1,t,91,1,2,4.094344562,,,
Entire home/apt,5,1,strict,1,f,97,1,2,4.787491743,,,
Entire home/apt,3,2,strict,1,t,96,1,1,4.828313737,,,
Private room,2,1,strict,1,t,80,1,1,4.094344562,,,
Entire home/apt,5,1,flexible,1,t,96,3,3,5.298317367,,,
Entire home/apt,4,1,strict,1,f,90,2,3,5.683579767,,,
Entire home/apt,2,1,strict,1,f,98,0,1,4.700480366,,,
Entire home/apt,2,1,strict,1,t,92,0,1,4.672828834,,,
Entire home/apt,2,1,flexible,1,t,96,1,1,4.382026635,,,
Entire home/apt,4,1,flexible,1,f,98,1,2,4.605170186,,,
Private room,1,1,moderate,1,t,100,1,1,4.430816799,,,
Entire home/apt,6,2.5,moderate,1,f,97,2,3,5.298317367,,,
Private room,6,1,moderate,1,f,90,1,3,4.234106505,,,
Private room,3,1,flexible,1,t,100,1,1,3.663561646,,,
Entire home/apt,6,1.5,strict,1,f,94,2,2,5.783825182,,,
Entire home/apt,4,1,strict,1,f,95,1,2,4.700480366,,,
Private room,2,1.5,strict,1,f,91,1,2,4.553876892,,,
Private room,3,1,flexible,0,f,96,1,1,4.077537444,,,
Entire home/apt,2,1,strict,1,f,100,1,1,4.077537444,,,
Entire home/apt,8,2.5,strict,1,t,99,3,6,7.003065459,,,
Private room,3,1,moderate,1,t,96,1,1,3.80666249,,,
Private room,2,1,flexible,1,f,96,1,1,5.220355825,,,
Entire home/apt,4,1,strict,0,f,100,1,2,5.517452896,,,
Private room,1,1,flexible,0,f,96,0,1,4.700480366,,,
Entire home/apt,4,1,strict,1,f,100,1,3,5.010635294,,,
Entire home/apt,2,1,flexible,0,t,100,1,2,4.276666119,,,
Entire home/apt,4,1,flexible,0,f,93,2,2,5.164785974,,,
Private room,1,1,moderate,0,t,80,1,1,3.912023005,,,
Entire home/apt,2,1,flexible,1,f,90,0,1,4.605170186,,,
Entire home/apt,2,1,strict,1,f,95,0,1,4.836281907,,,
Entire home/apt,5,1,strict,1,f,96,1,2,6.906754779,,,
Shared room,2,1,strict,1,t,89,1,1,3.912023005,,,
Private room,2,1.5,moderate,1,f,97,1,1,4.510859507,,,
Entire home/apt,4,1,flexible,1,f,96,1,1,5.293304825,,,
Entire home/apt,2,1,flexible,1,t,70,1,1,4.605170186,,,
Entire home/apt,5,1,moderate,1,f,90,1,1,5.129898715,,,
Entire home/apt,2,1,moderate,1,f,97,1,2,4.976733742,,,
Entire home/apt,4,2,strict,1,f,100,2,2,5.247024072,,,
Entire home/apt,6,1,strict,1,f,97,1,4,5.988961417,,,
Entire home/apt,2,1,flexible,1,f,95,1,1,5.416100402,,,
Entire home/apt,6,1,moderate,1,t,92,2,4,4.905274778,,,
Private room,2,1,flexible,1,f,98,1,1,4.59511985,,,
Entire home/apt,4,2,flexible,1,f,100,2,2,4.262679877,,,
Entire home/apt,2,1,strict,0,f,96,1,1,5.517452896,,,
Entire home/apt,2,1,strict,1,t,96,0,1,4.753590191,,,
Private room,7,2.5,strict,1,f,97,3,4,5.164785974,,,
Entire home/apt,4,1,flexible,0,f,87,2,3,4.634728988,,,
Private room,1,1,moderate,1,f,96,1,1,3.850147602,,,
Entire home/apt,5,2,strict,1,f,96,2,2,5.556828062,,,
Entire home/apt,4,1,moderate,1,f,94,1,2,5.129898715,,,
Entire home/apt,4,1,strict,1,f,94,2,2,4.553876892,,,
Entire home/apt,5,2,moderate,1,f,100,3,3,5.768320996,,,
Private room,3,1,flexible,1,f,90,1,2,4.382026635,,,
Shared room,9,1,strict,0,f,100,1,3,5.129898715,,,
Private room,2,1,strict,0,t,96,1,1,4.744932128,,,
Private room,4,1,flexible,1,f,96,1,2,4.369447852,,,
Entire home/apt,4,1,strict,0,f,96,1,2,4.820281566,,,
Private room,2,1,flexible,0,f,100,1,1,4.369447852,,,
Private room,1,1,flexible,1,f,96,1,1,3.713572067,,,
Entire home/apt,2,1,strict,1,f,91,1,1,5.192956851,,,
Entire home/apt,2,1,flexible,1,t,93,1,1,4.356708827,,,
Entire home/apt,4,1,moderate,1,f,98,1,1,5.521460918,,,
Private room,1,2,flexible,0,f,96,3,1,3.688879454,,,
Private room,2,1,strict,1,t,96,1,1,4.343805422,,,
Private room,1,1,flexible,1,t,88,1,1,4.605170186,,,
Entire home/apt,10,2.5,strict,1,t,100,4,6,6.684611728,,,
Entire home/apt,4,1,strict,1,f,90,2,4,5.752572639,,,
Entire home/apt,5,1,strict,1,t,95,2,2,5.303304908,,,
Private room,2,1,flexible,0,f,80,1,2,5.521460918,,,
Entire home/apt,4,1,strict,0,t,96,1,2,6.551080335,,,
Entire home/apt,4,1,moderate,1,t,100,2,2,5.521460918,,,
Private room,2,1,flexible,0,f,99,1,1,3.688879454,,,
Private room,2,1,strict,1,t,90,1,1,4.406719247,,,
Shared room,1,1,strict,0,f,100,1,1,3.401197382,,,
Entire home/apt,1,3,strict,1,f,96,0,1,6.396929655,,,
Private room,4,1,flexible,0,t,88,1,2,4.779123493,,,
Entire home/apt,4,1,moderate,1,f,96,1,1,5.342334252,,,
Entire home/apt,5,3,moderate,1,f,95,3,3,6.084499413,,,
Entire home/apt,4,2,strict,1,f,100,2,2,4.543294782,,,
Entire home/apt,2,1,moderate,1,f,98,0,1,4.564348191,,,
Private room,1,1,flexible,0,f,100,1,1,3.465735903,,,
Private room,3,1,moderate,1,t,90,1,1,4.343805422,,,
Entire home/apt,4,1,flexible,1,f,91,0,2,4.49980967,,,
Private room,1,1,flexible,1,f,96,1,1,3.465735903,,,
Private room,1,1.5,strict,1,t,97,1,1,4.317488114,,,
Entire home/apt,8,3,strict,1,f,100,4,4,6.300785795,,,
Entire home/apt,4,1,strict,1,f,100,1,1,5.857933154,,,
Private room,2,1,flexible,0,f,80,1,1,3.496507561,,,
Private room,2,1,moderate,1,f,60,1,1,4.59511985,,,
Entire home/apt,8,5,strict,1,f,100,4,4,7.423568444,,,
Entire home/apt,2,1.5,strict,1,f,100,2,2,4.859812404,,,
Entire home/apt,15,2,strict,1,t,98,3,9,5.616771098,,,
Entire home/apt,1,1,strict,1,f,99,0,1,4.356708827,,,
Entire home/apt,6,2,strict,1,f,96,2,4,5.105945474,,,
Entire home/apt,8,2.5,flexible,0,f,96,3,3,5.857933154,,,
Private room,2,2,strict,1,f,96,1,1,5.342334252,,,
Entire home/apt,4,1,strict,1,f,87,0,2,4.382026635,,,
Entire home/apt,4,1,strict,1,t,91,2,2,4.624972813,,,
Private room,8,2,flexible,1,f,100,3,4,6.109247583,,,
Entire home/apt,2,1,flexible,1,t,80,1,1,5.298317367,,,
Entire home/apt,4,1,moderate,1,t,100,3,3,5.298317367,,,
Private room,4,1,moderate,1,f,100,2,2,4.304065093,,,
Entire home/apt,2,1,moderate,0,f,98,1,2,5.298317367,,,
Private room,2,2,flexible,0,f,96,2,2,5.298317367,,,
Entire home/apt,3,1,flexible,0,t,96,1,1,4.605170186,,,
Entire home/apt,4,1,strict,1,t,77,1,2,5.214935758,,,
Entire home/apt,3,1,strict,1,f,90,1,2,4.828313737,,,
Entire home/apt,2,1,strict,1,t,88,0,2,5.241747015,,,
Private room,2,1.5,flexible,1,t,100,1,1,4.317488114,,,
Private room,1,1.5,flexible,0,t,96,1,1,4.248495242,,,
Entire home/apt,6,2,moderate,1,f,99,3,3,5.164785974,,,
Private room,2,1.5,moderate,1,f,96,1,1,4.248495242,,,
Entire home/apt,3,1,moderate,1,f,98,1,2,5.521460918,,,
Private room,2,1,flexible,1,f,72,1,1,4.094344562,,,
Shared room,4,4,strict,0,t,89,1,16,2.708050201,,,
Private room,4,1,moderate,1,t,87,1,2,4.317488114,,,
Private room,1,1,strict,1,f,93,1,1,4.248495242,,,
Entire home/apt,4,1,strict,1,t,100,2,2,4.521788577,,,
Private room,2,2,moderate,1,t,93,1,1,3.663561646,,,
Entire home/apt,6,1,strict,1,t,94,2,3,5.164785974,,,
Entire home/apt,4,1,moderate,1,f,92,1,1,5.192956851,,,
Entire home/apt,6,1.5,strict,1,f,96,3,3,5.700443573,,,
Entire home/apt,2,1,strict,1,f,97,1,1,4.955827058,,,
Entire home/apt,2,1,strict,1,t,92,1,1,4.553876892,,,
Entire home/apt,4,1,moderate,0,f,80,1,1,4.532599493,,,
Entire home/apt,3,1,strict,1,f,95,1,2,5.010635294,,,
Entire home/apt,8,2,strict,1,t,100,4,5,6.745236349,,,
Entire home/apt,5,1,strict,1,t,88,1,2,5.043425117,,,
Private room,3,1,moderate,1,t,96,1,1,4.234106505,,,
Private room,3,1,strict,1,f,100,1,1,5.010635294,,,
Private room,2,0,moderate,1,t,96,1,1,3.63758616,,,
Entire home/apt,4,1,flexible,0,f,100,1,1,5.164785974,,,
Private room,1,1,flexible,1,f,90,1,1,3.850147602,,,
Entire home/apt,4,1,strict,1,t,90,1,2,4.248495242,,,
Entire home/apt,6,1,strict,1,f,97,2,4,4.787491743,,,
Private room,3,1.5,flexible,0,f,96,1,1,3.80666249,,,
Private room,2,1,moderate,0,f,100,1,1,4.65396035,,,
Entire home/apt,4,1,strict,1,f,91,2,2,5.59471138,,,
Entire home/apt,9,4,strict,1,f,85,3,3,6.395261598,,,
Private room,2,1,moderate,0,f,100,1,2,4.094344562,,,
Entire home/apt,6,2,strict,1,f,93,3,4,6.109247583,,,
Entire home/apt,4,1.5,strict,1,f,91,2,2,5.105945474,,,
Entire home/apt,6,2,strict,1,f,89,2,4,5.164785974,,,
Entire home/apt,6,1,moderate,1,f,92,2,2,4.369447852,,,
Entire home/apt,6,2,moderate,1,f,100,3,3,5.370638028,,,
Private room,4,1,moderate,1,f,100,1,1,4.828313737,,,
Entire home/apt,3,1,moderate,1,t,91,1,2,3.912023005,,,
Private room,1,1,flexible,1,f,96,0,1,3.688879454,,,
Shared room,4,3,flexible,0,f,96,1,4,4.094344562,,,
Entire home/apt,6,1,strict,1,t,96,2,3,5.298317367,,,
Private room,1,1.5,flexible,0,f,96,1,1,4.234106505,,,
Entire home/apt,8,4.5,strict,0,f,100,5,6,7.575584652,,,
Entire home/apt,2,1,flexible,1,f,98,1,1,4.753590191,,,
Entire home/apt,5,1,strict,0,f,65,2,2,4.976733742,,,
Entire home/apt,6,1,strict,1,f,99,2,3,6.109247583,,,
Entire home/apt,2,1.5,strict,1,f,96,1,2,5.926926026,,,
Entire home/apt,4,1,flexible,1,f,94,2,2,4.553876892,,,
Private room,3,1.5,moderate,1,t,80,1,3,3.912023005,,,
Entire home/apt,6,1,strict,1,f,95,2,3,5.272999559,,,
Entire home/apt,3,1,flexible,0,f,96,1,1,5.789960171,,,
Entire home/apt,6,1,strict,1,f,95,2,3,5.293304825,,,
Private room,2,1,flexible,0,f,96,1,1,6.522092798,,,
Private room,2,2,moderate,0,t,100,1,1,3.688879454,,,
Entire home/apt,2,1,strict,1,t,93,0,1,4.812184355,,,
Entire home/apt,6,2,strict,1,f,100,3,3,5.541263545,,,
Private room,2,2,strict,1,f,99,1,1,4.828313737,,,
Entire home/apt,1,1,flexible,0,t,100,1,1,4.553876892,,,
Entire home/apt,4,1,moderate,0,t,88,1,2,4.828313737,,,
Private room,2,2,flexible,0,t,96,1,1,3.951243719,,,
Entire home/apt,2,1,moderate,1,f,98,1,1,5.003946306,,,
Private room,3,1,flexible,1,t,100,1,3,5.416100402,,,
Private room,2,1,flexible,1,t,94,1,1,3.36729583,,,
Entire home/apt,4,1,moderate,1,f,95,1,2,5.393627546,,,
Entire home/apt,3,1,strict,1,f,97,1,2,4.48863637,,,
Entire home/apt,2,1,strict,0,f,100,2,2,4.86753445,,,
Private room,3,1,strict,1,f,98,1,1,4.442651256,,,
Entire home/apt,4,2,strict,1,f,91,2,4,5.129898715,,,
Entire home/apt,4,1,strict,1,t,95,0,2,4.990432587,,,
Entire home/apt,6,2.5,moderate,1,f,98,5,5,5.937536205,,,
Private room,2,1.5,strict,1,f,95,1,1,4.59511985,,,
Entire home/apt,4,1,moderate,0,f,92,0,1,4.828313737,,,
Private room,1,1,flexible,0,f,90,1,1,4.644390899,,,
Entire home/apt,6,2,strict,1,f,99,2,2,4.934473933,,,
Entire home/apt,10,2,moderate,0,f,96,3,6,5.991464547,,,
Entire home/apt,2,1,strict,1,t,100,1,1,4.859812404,,,
Entire home/apt,4,1,strict,1,f,82,2,3,4.605170186,,,
Entire home/apt,8,3,strict,1,t,96,4,4,5.855071922,,,
Private room,4,1,strict,1,t,94,1,2,4.584967479,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,4.762173935,,,
Private room,2,1,strict,1,t,98,1,1,4.779123493,,,
Private room,1,1,moderate,0,f,90,1,2,4.605170186,,,
Entire home/apt,5,1,strict,1,t,88,2,2,5.370638028,,,
Entire home/apt,1,1,flexible,0,t,96,2,1,4.094344562,,,
Entire home/apt,6,1,moderate,1,t,93,2,3,5.631211782,,,
Entire home/apt,2,2,moderate,1,f,90,1,1,4.859812404,,,
Private room,3,1,moderate,1,t,84,1,1,4.17438727,,,
Private room,1,1,moderate,1,f,97,1,1,3.912023005,,,
Entire home/apt,6,2,strict,1,t,100,2,4,5.293304825,,,
Entire home/apt,7,1,strict,1,f,92,3,5,4.955827058,,,
Entire home/apt,6,1,strict,1,t,86,3,3,5.726847748,,,
Private room,2,0.5,moderate,1,t,96,1,1,3.713572067,,,
Shared room,1,1,moderate,0,f,96,1,1,4.094344562,,,
Entire home/apt,11,6,moderate,1,f,100,5,6,7.090076836,,,
Entire home/apt,12,4.5,strict,1,f,97,5,6,7.494986234,,,
Entire home/apt,5,2,flexible,1,t,96,2,3,5.521460918,,,
Entire home/apt,4,1,strict,1,f,93,1,2,5.556828062,,,
Entire home/apt,6,1,strict,1,f,88,2,1,4.934473933,,,
Private room,2,1,strict,1,f,100,1,1,4.276666119,,,
Entire home/apt,2,1,strict,1,f,98,0,2,4.934473933,,,
Shared room,1,1,strict,1,t,100,1,1,3.401197382,,,
Private room,1,1,strict,0,f,96,1,1,3.63758616,,,
Entire home/apt,2,1,strict,1,f,96,1,1,4.779123493,,,
Private room,1,1,flexible,0,f,96,1,2,3.912023005,,,
Entire home/apt,12,4.5,strict,1,t,99,5,6,6.902742737,,,
Entire home/apt,3,1,strict,1,f,85,1,1,4.905274778,,,
Private room,3,1,flexible,0,f,96,1,1,4.094344562,,,
Entire home/apt,4,1,flexible,1,f,88,1,2,4.644390899,,,
Shared room,1,1,strict,1,f,92,1,1,3.850147602,,,
Private room,1,1,flexible,1,t,96,1,1,5.298317367,,,
Entire home/apt,7,3,strict,1,f,67,3,3,5.247024072,,,
Private room,1,1,flexible,0,f,96,1,2,5.521460918,,,
Entire home/apt,2,1,moderate,1,f,87,0,1,4.094344562,,,
Entire home/apt,4,1,strict,1,f,99,1,3,5.003946306,,,
Entire home/apt,4,1,moderate,0,t,98,2,2,5.634789603,,,
Private room,1,1,moderate,0,t,96,1,1,3.496507561,,,
Entire home/apt,2,1,moderate,1,f,100,1,1,4.812184355,,,
Entire home/apt,6,1,strict,0,f,60,1,5,4.094344562,,,
Entire home/apt,5,2,flexible,1,f,100,2,2,6.551080335,,,
Private room,2,1,flexible,0,t,95,1,1,4.442651256,,,
Entire home/apt,4,1,strict,1,f,97,2,3,5.010635294,,,
Private room,3,1,strict,1,t,100,1,2,4.442651256,,,
Entire home/apt,10,2,strict,1,f,88,3,4,6.300785795,,,
Private room,2,1,moderate,1,t,97,1,1,3.688879454,,,
Entire home/apt,5,2.5,moderate,1,f,99,2,5,5.135798437,,,
Entire home/apt,2,1,strict,0,f,92,1,1,5.293304825,,,
Private room,3,1,flexible,1,f,98,1,2,3.713572067,,,
Entire home/apt,3,2,flexible,0,f,96,3,3,6.779921907,,,
Private room,2,1,flexible,1,t,80,1,1,3.401197382,,,
Entire home/apt,12,1,strict,1,f,90,4,4,5.075173815,,,
Entire home/apt,2,1,moderate,1,f,93,1,3,4.442651256,,,
Private room,2,1,flexible,0,f,73,1,1,4.17438727,,,
Entire home/apt,7,2,strict,1,t,88,2,4,5.666426688,,,
Entire home/apt,4,1,moderate,1,f,77,1,2,4.744932128,,,
Entire home/apt,5,2,strict,1,f,96,2,1,5.164785974,,,
Entire home/apt,4,2,strict,1,f,94,2,2,5.616771098,,,
Entire home/apt,4,1,strict,1,f,94,2,2,5.703782475,,,
Shared room,2,8,strict,1,f,80,1,2,3.401197382,,,
Private room,2,1.5,strict,1,t,96,1,1,4.382026635,,,
Entire home/apt,6,3.5,strict,1,f,90,4,4,5.192956851,,,
Entire home/apt,5,1,strict,1,f,60,2,3,5.010635294,,,
Entire home/apt,4,1,strict,0,t,100,1,1,6.536691598,,,
Entire home/apt,2,1,flexible,0,f,96,1,1,4.356708827,,,
Entire home/apt,3,1,flexible,1,f,97,1,1,4.905274778,,,
Entire home/apt,2,1,strict,1,f,96,0,1,5.480638923,,,
Entire home/apt,2,1,moderate,1,f,100,1,2,5.192956851,,,
Entire home/apt,2,1,strict,0,t,96,1,1,4.753590191,,,
Private room,1,1,strict,0,f,91,1,1,3.80666249,,,
Entire home/apt,8,1,strict,1,t,91,1,2,4.828313737,,,
Entire home/apt,6,1,strict,1,t,94,1,3,5.828945618,,,
Entire home/apt,7,2,strict,1,t,96,4,4,5.59471138,,,
Shared room,2,1,strict,0,t,80,1,1,3.401197382,,,
Entire home/apt,2,1,strict,1,f,100,1,1,4.234106505,,,
Entire home/apt,2,1,flexible,1,f,97,0,1,4.584967479,,,
Entire home/apt,8,3,strict,1,t,94,3,4,5.517452896,,,
Private room,1,1,strict,1,t,93,1,1,4.077537444,,,
Private room,2,1,strict,1,t,99,1,2,4.49980967,,,
Private room,1,1,moderate,0,f,100,1,1,3.63758616,,,
Entire home/apt,2,1,moderate,0,f,90,1,1,4.442651256,,,
Entire home/apt,5,1,flexible,0,t,96,0,3,5.991464547,,,
Private room,2,1,flexible,1,f,98,1,1,4.406719247,,,
Entire home/apt,5,2,strict,1,f,97,2,2,5.298317367,,,
Entire home/apt,5,2,flexible,1,t,96,2,2,5.192956851,,,
Private room,2,1,strict,1,f,99,1,2,4.65396035,,,
Private room,2,1,strict,1,f,95,1,1,3.401197382,,,
Private room,3,1,strict,0,f,20,1,1,4.17438727,,,
Entire home/apt,5,1,strict,1,t,97,2,2,5.220355825,,,
Entire home/apt,3,1,moderate,0,f,100,1,1,5.298317367,,,
Private room,2,1,strict,0,f,90,1,1,4.941642423,,,
Entire home/apt,4,2.5,strict,1,f,100,3,3,6.672032945,,,
Entire home/apt,4,1,strict,1,f,91,2,4,4.369447852,,,
Entire home/apt,6,2,flexible,0,f,96,3,4,5.857933154,,,
Entire home/apt,3,1,moderate,0,f,100,1,1,4.934473933,,,
Private room,6,1,moderate,1,f,99,2,3,5.288267031,,,
Entire home/apt,3,1,flexible,1,t,96,1,1,4.770684624,,,
Entire home/apt,5,1,moderate,1,t,99,1,2,4.59511985,,,
Private room,2,1,moderate,1,t,97,1,1,4.787491743,,,
Private room,3,1,strict,1,f,96,1,2,5.164785974,,,
Entire home/apt,4,2,flexible,1,f,96,2,2,4.934473933,,,
Entire home/apt,6,1,moderate,1,f,99,2,3,5.075173815,,,
Entire home/apt,3,1,flexible,1,f,97,1,1,5.556828062,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,4.8978398,,,
Private room,1,1,moderate,1,f,96,1,1,4.369447852,,,
Entire home/apt,5,2,strict,1,t,94,2,3,5.187385806,,,
Private room,4,1,moderate,0,f,95,1,2,4.369447852,,,
Entire home/apt,4,1,moderate,1,f,100,1,2,5.501258211,,,
Shared room,1,2,flexible,0,f,96,1,1,3.401197382,,,
Shared room,3,1,moderate,1,f,90,1,2,4.369447852,,,
Entire home/apt,8,2.5,moderate,1,t,99,3,4,5.416100402,,,
Entire home/apt,4,1,strict,1,t,85,1,2,5.298317367,,,
Entire home/apt,6,1,moderate,1,f,90,2,3,5.023880521,,,
Private room,2,2.5,flexible,0,f,100,1,1,4.700480366,,,
Entire home/apt,4,1,moderate,1,t,95,1,2,4.753590191,,,
Entire home/apt,3,1,moderate,1,f,99,2,1,5.293304825,,,
Entire home/apt,4,1,strict,1,f,87,1,2,5.298317367,,,
Entire home/apt,4,2,strict,1,f,88,2,2,5.010635294,,,
Entire home/apt,2,1,strict,0,f,80,1,2,4.605170186,,,
Shared room,1,0,strict,0,t,96,1,1,2.302585093,,,
Entire home/apt,3,1,moderate,1,f,96,1,1,5.129898715,,,
Private room,1,1,flexible,0,f,100,1,1,4.043051268,,,
Private room,1,1,strict,0,f,92,4,4,3.663561646,,,
Private room,1,1,strict,0,f,97,1,1,4.828313737,,,
Entire home/apt,6,2,strict,1,f,96,2,3,5.068904202,,,
Private room,2,1,strict,1,t,95,1,1,4.158883083,,,
Entire home/apt,6,2,moderate,1,f,100,4,4,6.040254711,,,
Private room,1,1,flexible,1,t,96,1,1,3.912023005,,,
Entire home/apt,6,3,flexible,0,t,96,2,3,6.476972363,,,
Entire home/apt,8,1,strict,1,t,92,2,3,4.86753445,,,
Entire home/apt,3,1,strict,1,t,98,1,2,5.298317367,,,
Entire home/apt,2,1,flexible,0,f,97,1,1,5.521460918,,,
Private room,2,1.5,strict,1,f,89,1,1,3.912023005,,,
Entire home/apt,4,1,strict,1,f,85,2,2,4.941642423,,,
Entire home/apt,4,1,strict,1,t,90,0,2,4.59511985,,,
Private room,1,2,moderate,1,f,100,1,1,3.80666249,,,
Entire home/apt,8,2,strict,1,t,96,3,5,6.642486801,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,6.906754779,,,
Entire home/apt,4,1,moderate,1,f,96,1,2,4.86753445,,,
Shared room,1,1,strict,0,f,87,1,1,4.007333185,,,
Entire home/apt,8,2.5,strict,1,f,100,2,2,5.164785974,,,
Entire home/apt,2,1,moderate,1,t,95,1,2,4.007333185,,,
Private room,1,1,strict,1,f,100,1,1,4.574710979,,,
Entire home/apt,6,3,strict,1,t,92,3,4,5.910796644,,,
Entire home/apt,3,1,flexible,1,t,96,1,1,4.744932128,,,
Private room,2,1,flexible,1,t,99,1,1,3.828641396,,,
Private room,2,1,flexible,1,f,96,0,1,5.624017506,,,
Entire home/apt,2,1,strict,1,f,94,1,1,4.828313737,,,
Entire home/apt,6,2,strict,1,f,96,2,4,5.293304825,,,
Entire home/apt,5,1,flexible,0,f,80,0,3,5.272999559,,,
Entire home/apt,1,1,flexible,0,f,100,0,1,4.553876892,,,
Entire home/apt,2,1,strict,1,f,80,0,1,5.272999559,,,
Entire home/apt,2,1,flexible,1,t,96,1,1,4.86753445,,,
Entire home/apt,4,1,strict,1,f,88,0,2,4.744932128,,,
Private room,3,1,flexible,0,t,96,1,2,4.787491743,,,
Entire home/apt,4,1,strict,1,f,80,1,3,4.941642423,,,
Entire home/apt,2,1,moderate,1,f,94,0,1,5.247024072,,,
Entire home/apt,2,1,strict,1,f,93,1,1,4.820281566,,,
Entire home/apt,2,1,strict,1,f,93,1,1,5.003946306,,,
Entire home/apt,4,1,strict,0,f,95,1,1,4.65396035,,,
Entire home/apt,2,0,strict,1,f,95,1,1,5.298317367,,,
Entire home/apt,2,1,flexible,0,f,97,1,1,4.605170186,,,
Entire home/apt,3,1,strict,1,t,98,1,2,5.541263545,,,
Entire home/apt,6,2,strict,1,f,100,3,4,5.416100402,,,
Entire home/apt,8,2.5,flexible,0,f,96,3,3,7.090076836,,,
Entire home/apt,5,1.5,strict,0,f,100,1,3,5.953243334,,,
Private room,2,1,strict,1,f,92,3,3,3.80666249,,,
Private room,2,1,strict,1,f,97,1,1,3.871201011,,,
Entire home/apt,4,2,moderate,1,f,90,3,3,5.247024072,,,
Shared room,1,1,strict,1,f,98,1,1,3.784189634,,,
Private room,2,1,moderate,1,t,91,1,1,3.828641396,,,
Entire home/apt,3,1,flexible,1,f,97,0,1,4.65396035,,,
